Symbol,Company Name,Security Name
AAIT,iShares MSCI All Country Asia Information Technology Index Fund,iShares MSCI All Country Asia Information Technology Index Fund
AAL,American Airlines Group, Inc.,American Airlines Group, Inc. - Common Stock
ACHN,Achillion Pharmaceuticals, Inc.,Achillion Pharmaceuticals, Inc. - Common Stock
ACIW,ACI Worldwide, Inc.,ACI Worldwide, Inc. - Common Stock
ACLS,Axcelis Technologies, Inc.,Axcelis Technologies, Inc. - Common Stock
ACNB,ACNB Corporation,ACNB Corporation - Common Stock
ACOR,Acorda Therapeutics, Inc.,Acorda Therapeutics, Inc. - Common Stock
ACPW,Active Power, Inc.,Active Power, Inc. - Common Stock
ACRX,AcelRx Pharmaceuticals, Inc.,AcelRx Pharmaceuticals, Inc. - Common Stock
ACSF,American Capital Senior Floating, Ltd.,American Capital Senior Floating, Ltd. - Common Stock
ACST,Acasti Pharma, Inc.,Acasti Pharma, Inc. - Class A Common Stock
ACTA,Actua Corporation,Actua Corporation - Common Stock
ACTG,Acacia Research Corporation,Acacia Research Corporation - Common Stock
ACTS,Actions Semiconductor Co., Ltd.,Actions Semiconductor Co., Ltd. - American Depositary Shares, each representing Six Ordinary Shares
ACUR,Acura Pharmaceuticals, Inc.,Acura Pharmaceuticals, Inc. - Common Stock
ACWI,iShares MSCI ACWI Index Fund,iShares MSCI ACWI Index Fund
ACWX,iShares MSCI ACWI ex US Index Fund,iShares MSCI ACWI ex US Index Fund
ACXM,Acxiom Corporation,Acxiom Corporation - Common Stock
ADAT,Authentidate Holding Corp.,Authentidate Holding Corp. - Common Stock
ADBE,Adobe Systems Incorporated,Adobe Systems Incorporated - Common Stock
ADEP,Adept Technology, Inc.,Adept Technology, Inc. - Common Stock
ADES,Advanced Emissions Solutions, Inc.,Advanced Emissions Solutions, Inc. - Common Stock
ADHD,Alcobra Ltd.,Alcobra Ltd. - Ordinary Shares
ADI,Analog Devices, Inc.,Analog Devices, Inc. - Common Stock
ADMA,ADMA Biologics Inc,ADMA Biologics Inc - Common Stock
ADMP,Adamis Pharmaceuticals Corporation,Adamis Pharmaceuticals Corporation - Common Stock
ADMS,Adamas Pharmaceuticals, Inc.,Adamas Pharmaceuticals, Inc. - Common Stock
ADNC,Audience, Inc.,Audience, Inc. - Common Stock
ADP,Automatic Data Processing, Inc.,Automatic Data Processing, Inc. - Common Stock
ADRA,BLDRS Asia 50 ADR Index Fund,BLDRS Asia 50 ADR Index Fund
ADRD,BLDRS Developed Markets 100 ADR Index Fund,BLDRS Developed Markets 100 ADR Index Fund
ADRE,BLDRS Emerging Markets 50 ADR Index Fund,BLDRS Emerging Markets 50 ADR Index Fund
ADRU,BLDRS Europe 100 ADR Index Fund,BLDRS Europe 100 ADR Index Fund
ADSK,Autodesk, Inc.,Autodesk, Inc. - Common Stock
ADTN,ADTRAN, Inc.,ADTRAN, Inc. - Common Stock
ADUS,Addus HomeCare Corporation,Addus HomeCare Corporation - Common Stock
ADVS,Advent Software, Inc.,Advent Software, Inc. - Common Stock
ADXS,Advaxis, Inc.,Advaxis, Inc. - Common Stock
ADXSW,Advaxis, Inc.,Advaxis, Inc. - Warrants
AEGN,Aegion Corp,Aegion Corp - Class A Common Stock
AEGR,Aegerion Pharmaceuticals, Inc.,Aegerion Pharmaceuticals, Inc. - Common Stock
AEHR,Aehr Test Systems,Aehr Test Systems - Common Stock
AEIS,Advanced Energy Industries, Inc.,Advanced Energy Industries, Inc. - Common Stock
AEPI,AEP Industries Inc.,AEP Industries Inc. - Common Stock
AERI,Aerie Pharmaceuticals, Inc.,Aerie Pharmaceuticals, Inc. - Common Stock
AETI,American Electric Technologies, Inc.,American Electric Technologies, Inc. - Common Stock
AEY,ADDvantage Technologies Group, Inc.,ADDvantage Technologies Group, Inc. - Common Stock
AEZS,AEterna Zentaris Inc.,AEterna Zentaris Inc. - Common Stock
AFAM,Almost Family Inc,Almost Family Inc - Common Stock
AFCB,Athens Bancshares Corporation,Athens Bancshares Corporation - Common Stock
AFFX,Affymetrix, Inc.,Affymetrix, Inc. - Common Stock
AFH,Atlas Financial Holdings, Inc.,Atlas Financial Holdings, Inc. - Ordinary Shares
AFMD,Affimed N.V.,Affimed N.V. - Common Stock
AFOP,Alliance Fiber Optic Products, Inc.,Alliance Fiber Optic Products, Inc. - Common Stock
AFSI,AmTrust Financial Services, Inc.,AmTrust Financial Services, Inc. - Common Stock
AGEN,Agenus Inc.,Agenus Inc. - Common Stock
AGII,Argo Group International Holdings, Ltd.,Argo Group International Holdings, Ltd. - Common Stock
AGIIL,Argo Group International Holdings, Ltd.,Argo Group International Holdings, Ltd. - 6.5% Senior Notes Due 2042
AGIO,Agios Pharmaceuticals, Inc.,Agios Pharmaceuticals, Inc. - Common Stock
AGNC,American Capital Agency Corp.,American Capital Agency Corp. - Common Stock
AGNCB,American Capital Agency Corp.,American Capital Agency Corp. - Depositary Shares representing 1/1000th Series B Preferred Stock
AGNCP,American Capital Agency Corp.,American Capital Agency Corp. - Cumulative Preferred Series A
AGND,WisdomTree Barclays U.S. Aggregate Bond Negative Duration Fund,WisdomTree Barclays U.S. Aggregate Bond Negative Duration Fund
AGRX,Agile Therapeutics, Inc.,Agile Therapeutics, Inc. - Common Stock
AGTC,Applied Genetic Technologies Corporation,Applied Genetic Technologies Corporation - Common Stock
AGYS,Agilysys, Inc.,Agilysys, Inc. - Common Stock
AGZD,WisdomTree Barclays U.S. Aggregate Bond Zero Duration Fund,WisdomTree Barclays U.S. Aggregate Bond Zero Duration Fund
AHGP,Alliance Holdings GP, L.P.,Alliance Holdings GP, L.P. - Common Units Representing Limited Partner Interests
AHPI,Allied Healthcare Products, Inc.,Allied Healthcare Products, Inc. - Common Stock
AIMC,Altra Industrial Motion Corp.,Altra Industrial Motion Corp. - Common Stock
AINV,Apollo Investment Corporation,Apollo Investment Corporation - Closed End Fund
AIQ,Alliance HealthCare Services, Inc.,Alliance HealthCare Services, Inc. - Common Stock
AIRM,Air Methods Corporation,Air Methods Corporation - Common Stock
AIRR,First Trust RBA American Industrial Renaissance ETF,First Trust RBA American Industrial Renaissance ETF
AIRT,Air T, Inc.,Air T, Inc. - Common Stock
AIXG,Aixtron SE,Aixtron SE - American Depositary Shares, each representing one Ordinary Share
AKAM,Akamai Technologies, Inc.,Akamai Technologies, Inc. - Common Stock
AKAO,Achaogen, Inc.,Achaogen, Inc. - Common Stock
AKBA,Akebia Therapeutics, Inc.,Akebia Therapeutics, Inc. - Common Stock
AKER,Akers Biosciences Inc,Akers Biosciences Inc - Common Stock
AKRX,Akorn, Inc.,Akorn, Inc. - Common Stock
ALCO,Alico, Inc.,Alico, Inc. - Common Stock
ALDR,Alder BioPharmaceuticals, Inc.,Alder BioPharmaceuticals, Inc. - Common Stock
ALDX,Aldeyra Therapeutics, Inc.,Aldeyra Therapeutics, Inc. - Common Stock
ALGN,Align Technology, Inc.,Align Technology, Inc. - Common Stock
ALGT,Allegiant Travel Company,Allegiant Travel Company - Common Stock
ALIM,Alimera Sciences, Inc.,Alimera Sciences, Inc. - Common Stock
ALKS,Alkermes plc,Alkermes plc - Ordinary Shares
ALLB,Alliance Bancorp, Inc. of Pennsylvania,Alliance Bancorp, Inc. of Pennsylvania - Common Stock
ALLT,Allot Communications Ltd.,Allot Communications Ltd. - Ordinary Shares
ALNY,Alnylam Pharmaceuticals, Inc.,Alnylam Pharmaceuticals, Inc. - Common Stock
ALOG,Analogic Corporation,Analogic Corporation - Common Stock
ALOT,Astro,Astro-Med, Inc. - Common Stock
ALQA,Alliqua, Inc.,Alliqua, Inc. - Common Stock
ALSK,Alaska Communications Systems Group, Inc.,Alaska Communications Systems Group, Inc. - Common Stock
ALTR,Altera Corporation,Altera Corporation - Common Stock
ALXA,Alexza Pharmaceuticals, Inc.,Alexza Pharmaceuticals, Inc. - Common Stock
ALXN,Alexion Pharmaceuticals, Inc.,Alexion Pharmaceuticals, Inc. - Common Stock
AMAG,AMAG Pharmaceuticals, Inc.,AMAG Pharmaceuticals, Inc. - Common Stock
AMAT,Applied Materials, Inc.,Applied Materials, Inc. - Common Stock
AMBA,Ambarella, Inc.,Ambarella, Inc. - Ordinary Shares
AMBC,Ambac Financial Group, Inc.,Ambac Financial Group, Inc. - Common Stock
AMBCW,Ambac Financial Group, Inc.,Ambac Financial Group, Inc. - Warrants
AMCC,Applied Micro Circuits Corporation,Applied Micro Circuits Corporation - Common Stock
AMCF,Andatee China Marine Fuel Services Corporation,Andatee China Marine Fuel Services Corporation - Common Stock
AMCN,AirMedia Group Inc,AirMedia Group Inc - American Depositary Shares, each representing two ordinary shares
AMCX,AMC Networks Inc.,AMC Networks Inc. - Class A Common Stock
AMD,Advanced Micro Devices, Inc.,Advanced Micro Devices, Inc. - Common Stock
AMDA,Amedica Corporation,Amedica Corporation - Common Stock
AMED,Amedisys Inc,Amedisys Inc - Common Stock
AMGN,Amgen Inc.,Amgen Inc. - Common Stock
AMIC,American Independence Corp.,American Independence Corp. - Common Stock
AMKR,Amkor Technology, Inc.,Amkor Technology, Inc. - Common Stock
AMNB,American National Bankshares, Inc.,American National Bankshares, Inc. - Common Stock
AMOT,Allied Motion Technologies, Inc.,Allied Motion Technologies, Inc. - Common Stock
AMOV,America Movil, S.A.B. de C.V.,America Movil, S.A.B. de C.V. - American Depositary Shares, each representing 20 A Shares
AMPH,Amphastar Pharmaceuticals, Inc.,Amphastar Pharmaceuticals, Inc. - Common Stock
AMRB,American River Bankshares,American River Bankshares - Common Stock
AMRI,Albany Molecular Research, Inc.,Albany Molecular Research, Inc. - Common Stock
AMRK,A,A-Mark Precious Metals, Inc. - Common Stock
AMRN,Amarin Corporation plc,Amarin Corporation plc - American Depositary Shares, each representing one Ordinary Share
AMRS,Amyris, Inc.,Amyris, Inc. - Common Stock
AMSC,American Superconductor Corporation,American Superconductor Corporation - Common Stock
AMSF,AMERISAFE, Inc.,AMERISAFE, Inc. - Common Stock
AMSG,Amsurg Corp.,Amsurg Corp. - Common Stock
AMSGP,Amsurg Corp.,Amsurg Corp. - 5.250% Mandatory Convertible Preferred Stock, Series A-1
AMSWA,American Software, Inc.,American Software, Inc. - Class A Common Stock
AMTX,Aemetis, Inc,Aemetis, Inc - Common Stock
AMWD,American Woodmark Corporation,American Woodmark Corporation - Common Stock
AMZN,Amazon.com, Inc.,Amazon.com, Inc. - Common Stock
ANAC,Anacor Pharmaceuticals, Inc.,Anacor Pharmaceuticals, Inc. - Common Stock
ANAD,ANADIGICS, Inc.,ANADIGICS, Inc. - Common Stock
ANAT,American National Insurance Company,American National Insurance Company - Common Stock
ANCB,Anchor Bancorp,Anchor Bancorp - Common Stock
ANCI,American Caresource Holdings Inc,American Caresource Holdings Inc - Common Stock
ANCX,Access National Corporation,Access National Corporation - Common Stock
ANDE,The Andersons, Inc.,The Andersons, Inc. - Common Stock
ANGI,Angie's List, Inc.,Angie's List, Inc. - Common Stock
ANGO,AngioDynamics, Inc.,AngioDynamics, Inc. - Common Stock
ANIK,Anika Therapeutics Inc.,Anika Therapeutics Inc. - Common Stock
ANIP,ANI Pharmaceuticals, Inc.,ANI Pharmaceuticals, Inc. - Common Stock
ANSS,ANSYS, Inc.,ANSYS, Inc. - Common Stock
ANTH,Anthera Pharmaceuticals, Inc.,Anthera Pharmaceuticals, Inc. - Common Stock
ANY,Sphere 3D Corp,Sphere 3D Corp - Common Shares
AOSL,Alpha and Omega Semiconductor Limited,Alpha and Omega Semiconductor Limited - Common Shares
APAGF,Apco Oil and Gas International Inc.,Apco Oil and Gas International Inc. - Ordinary Shares
APDN,Applied DNA Sciences Inc,Applied DNA Sciences Inc - Common Stock
APDNW,Applied DNA Sciences Inc,Applied DNA Sciences Inc - Warrant
APEI,American Public Education, Inc.,American Public Education, Inc. - Common Stock
APOG,Apogee Enterprises, Inc.,Apogee Enterprises, Inc. - Common Stock
APOL,Apollo Education Group, Inc.,Apollo Education Group, Inc. - Class A Common Stock
APPY,Venaxis, Inc.,Venaxis, Inc. - Common Stock
APRI,Apricus Biosciences, Inc,Apricus Biosciences, Inc - Common Stock
APSA,Alto Palermo S.A.,Alto Palermo S.A. - American Depository Shares, each representing forty shares of Common Stock
APTO,Aptose Biosciences, Inc.,Aptose Biosciences, Inc. - Common Shares
APWC,Asia Pacific Wire & Cable Corporation Limited,Asia Pacific Wire & Cable Corporation Limited - Common shares, Par value .01 per share
AQXP,Aquinox Pharmaceuticals, Inc.,Aquinox Pharmaceuticals, Inc. - Common Stock
ARAY,Accuray Incorporated,Accuray Incorporated - Common Stock
ARCB,ArcBest Corporation,ArcBest Corporation - Common Stock
ARCC,Ares Capital Corporation,Ares Capital Corporation - Closed End Fund
ARCI,Appliance Recycling Centers of America, Inc.,Appliance Recycling Centers of America, Inc. - Common Stock
ARCP,American Realty Capital Properties, Inc.,American Realty Capital Properties, Inc. - Common Stock
ARCPP,American Realty Capital Properties, Inc.,American Realty Capital Properties, Inc. - 6.70% Series F Cumulative Redeemable Preferred Stock
ARCW,ARC Group Worldwide, Inc.,ARC Group Worldwide, Inc. - Common Stock
ARDM,Aradigm Corporation,Aradigm Corporation - Common Stock
ARDX,Ardelyx, Inc.,Ardelyx, Inc. - Common Stock
AREX,Approach Resources Inc.,Approach Resources Inc. - Common Stock
ARGS,Argos Therapeutics, Inc.,Argos Therapeutics, Inc. - Common Stock
ARIA,ARIAD Pharmaceuticals, Inc.,ARIAD Pharmaceuticals, Inc. - Common Stock
ARII,American Railcar Industries, Inc.,American Railcar Industries, Inc. - Common Stock
ARIS,ARI Network Services, Inc.,ARI Network Services, Inc. - Common Stock
ARKR,Ark Restaurants Corp.,Ark Restaurants Corp. - Common Stock
ARLP,Alliance Resource Partners, L.P.,Alliance Resource Partners, L.P. - Common Units Representing Limited Partnership Interests
ARMH,ARM Holdings plc,ARM Holdings plc - American Depositary Shares each representing 3 Ordinary Shares
ARNA,Arena Pharmaceuticals, Inc.,Arena Pharmaceuticals, Inc. - Common Stock
AROW,Arrow Financial Corporation,Arrow Financial Corporation - Common Stock
ARQL,ArQule, Inc.,ArQule, Inc. - Common Stock
ARRS,ARRIS Group, Inc.,ARRIS Group, Inc. - Common Stock
ARRY,Array BioPharma Inc.,Array BioPharma Inc. - Common Stock
ARTNA,Artesian Resources Corporation,Artesian Resources Corporation - Class A Non-Voting Common Stock
ARTW,Art's,Art's-Way Manufacturing Co., Inc. - Common Stock
ARTX,Arotech Corporation,Arotech Corporation - Common Stock
ARUN,Aruba Networks, Inc.,Aruba Networks, Inc. - Common Stock
ARWR,Arrowhead Research Corporation,Arrowhead Research Corporation - Common Stock
ASBB,ASB Bancorp, Inc.,ASB Bancorp, Inc. - Common Stock
ASBI,Ameriana Bancorp,Ameriana Bancorp - Common Stock
ASCMA,Ascent Capital Group, Inc.,Ascent Capital Group, Inc. - Series A Common Stock
ASEI,American Science and Engineering, Inc.,American Science and Engineering, Inc. - Common Stock
ASFI,Asta Funding, Inc.,Asta Funding, Inc. - Common Stock
ASMB,Assembly Biosciences, Inc.,Assembly Biosciences, Inc. - Common Stock
ASMI,ASM International N.V.,ASM International N.V. - Common Shares
ASML,ASML Holding N.V.,ASML Holding N.V. - ADS represents 1 ordinary share
ASNA,Ascena Retail Group, Inc.,Ascena Retail Group, Inc. - Common Stock
ASPS,Altisource Portfolio Solutions S.A.,Altisource Portfolio Solutions S.A. - Common Stock
ASPX,Auspex Pharmaceuticals, Inc.,Auspex Pharmaceuticals, Inc. - Common Stock
ASRV,AmeriServ Financial Inc.,AmeriServ Financial Inc. - Common Stock
ASRVP,AmeriServ Financial Inc.,AmeriServ Financial Inc. - AmeriServ Financial Trust I - 8.45% Beneficial Unsecured Securities, Series A
ASTC,Astrotech Corporation,Astrotech Corporation - Common Stock
ASTE,Astec Industries, Inc.,Astec Industries, Inc. - Common Stock
ASTI,Ascent Solar Technologies, Inc.,Ascent Solar Technologies, Inc. - Common Stock
ASUR,Asure Software Inc,Asure Software Inc - Common Stock
ASYS,Amtech Systems, Inc.,Amtech Systems, Inc. - Common Stock
ATAI,ATA Inc.,ATA Inc. - American Depositary Shares, each representing two common shares
ATAX,America First Multifamily Investors, L.P.,America First Multifamily Investors, L.P. - Beneficial Unit Certificates (BUCs) representing Limited Partnership Interests
ATEA,Astea International, Inc.,Astea International, Inc. - Common Stock
ATEC,Alphatec Holdings, Inc.,Alphatec Holdings, Inc. - Common Stock
ATHN,athenahealth, Inc.,athenahealth, Inc. - Common Stock
ATHX,Athersys, Inc.,Athersys, Inc. - Common Stock
ATLC,Atlanticus Holdings Corporation,Atlanticus Holdings Corporation - Common Stock
ATLO,Ames National Corporation,Ames National Corporation - Common Stock
ATML,Atmel Corporation,Atmel Corporation - Common Stock
ATNI,Atlantic Tele,Atlantic Tele-Network, Inc. - Common Stock
ATNY,API Technologies Corp.,API Technologies Corp. - Common Stock
ATOS,Atossa Genetics Inc.,Atossa Genetics Inc. - Common Stock
ATRA,Atara Biotherapeutics, Inc.,Atara Biotherapeutics, Inc. - Common Stock
ATRC,AtriCure, Inc.,AtriCure, Inc. - Common Stock
ATRI,ATRION Corporation,ATRION Corporation - Common Stock
ATRM,ATRM Holdings, Inc.,ATRM Holdings, Inc. - Common Stock
ATRO,Astronics Corporation,Astronics Corporation - Common Stock
ATRS,Antares Pharma, Inc.,Antares Pharma, Inc. - Common Stock
ATSG,Air Transport Services Group, Inc,Air Transport Services Group, Inc - Common Stock
ATTU,Attunity Ltd.,Attunity Ltd. - Ordinary Shares
ATVI,Activision Blizzard, Inc,Activision Blizzard, Inc - Common Stock
AUBN,Auburn National Bancorporation, Inc.,Auburn National Bancorporation, Inc. - Common Stock
AUDC,AudioCodes Ltd.,AudioCodes Ltd. - Ordinary Shares
AUMA,AR Capital Acquisition Corp.,AR Capital Acquisition Corp. - Common Stock
AUMAU,AR Capital Acquisition Corp.,AR Capital Acquisition Corp. - Units
AUMAW,AR Capital Acquisition Corp.,AR Capital Acquisition Corp. - Warrants
AUPH,Aurinia Pharmaceuticals Inc,Aurinia Pharmaceuticals Inc - Common Shares
AUXL,Auxilium Pharmaceuticals, Inc.,Auxilium Pharmaceuticals, Inc. - Common Stock
AVAV,AeroVironment, Inc.,AeroVironment, Inc. - Common Stock
AVEO,AVEO Pharmaceuticals, Inc.,AVEO Pharmaceuticals, Inc. - Common Stock
AVGO,Avago Technologies Limited,Avago Technologies Limited - Ordinary Shares
AVHI,A V Homes, Inc.,A V Homes, Inc. - Common Stock
AVID,Avid Technology, Inc.,Avid Technology, Inc. - Common Stock
AVNR,Avanir Pharmaceuticals, Inc.,Avanir Pharmaceuticals, Inc. - Class A Common Stock
AVNW,Aviat Networks, Inc.,Aviat Networks, Inc. - Common Stock
AWAY,HomeAway, Inc.,HomeAway, Inc. - Common Stock
AWRE,Aware, Inc.,Aware, Inc. - Common Stock
AXAS,Abraxas Petroleum Corporation,Abraxas Petroleum Corporation - Common Stock
AXDX,Accelerate Diagnostics, Inc.,Accelerate Diagnostics, Inc. - Common Stock
AXGN,AxoGen, Inc.,AxoGen, Inc. - Common Stock
AXJS,iShares MSCI All Country Asia ex Japan Small Cap Index Fund,iShares MSCI All Country Asia ex Japan Small Cap Index Fund
AXPW,Axion Power International, Inc.,Axion Power International, Inc. - Common Stock
AXPWW,Axion Power International, Inc.,Axion Power International, Inc. - Series A Warrants
AXTI,AXT Inc,AXT Inc - Common Stock
AZPN,Aspen Technology, Inc.,Aspen Technology, Inc. - Common Stock
BABY,Natus Medical Incorporated,Natus Medical Incorporated - Common Stock
BAGR,Diversified Restaurant Holdings, Inc.,Diversified Restaurant Holdings, Inc. - Common Stock
BAMM,Books,Books-A-Million, Inc. - Common Stock
BANF,BancFirst Corporation,BancFirst Corporation - Common Stock
BANFP,BancFirst Corporation,BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities
BANR,Banner Corporation,Banner Corporation - Common Stock
BANX,StoneCastle Financial Corp,StoneCastle Financial Corp - Common Stock
BASI,Bioanalytical Systems, Inc.,Bioanalytical Systems, Inc. - Common Stock
BBBY,Bed Bath & Beyond Inc.,Bed Bath & Beyond Inc. - Common Stock
BBC,BioShares Biotechnology Clinical Trials Fund,BioShares Biotechnology Clinical Trials Fund
BBCN,BBCN Bancorp, Inc.,BBCN Bancorp, Inc. - Common Stock
BBEP,BreitBurn Energy Partners, L.P.,BreitBurn Energy Partners, L.P. - Common Units Representing Limited Partnership
BBEPP,BreitBurn Energy Partners, L.P.,BreitBurn Energy Partners, L.P. - 8.25% Series A Cumulative Redeemable Perpetual Preferred Units
BBGI,Beasley Broadcast Group, Inc.,Beasley Broadcast Group, Inc. - Class A Common Stock
BBLU,Blue Earth, Inc.,Blue Earth, Inc. - Common Stock
BBNK,Bridge Capital Holdings,Bridge Capital Holdings - Common Stock
BBOX,Black Box Corporation,Black Box Corporation - Common Stock
BBP,BioShares Biotechnology Products Fund,BioShares Biotechnology Products Fund
BBRG,Bravo Brio Restaurant Group, Inc.,Bravo Brio Restaurant Group, Inc. - Common Stock
BBRY,BlackBerry Limited,BlackBerry Limited - Common Stock
BBSI,Barrett Business Services, Inc.,Barrett Business Services, Inc. - Common Stock
BCBP,BCB Bancorp, Inc. (NJ),BCB Bancorp, Inc. (NJ) - Common Stock
BCLI,Brainstorm Cell Therapeutics Inc.,Brainstorm Cell Therapeutics Inc. - Common Stock
BCOM,B Communications Ltd.,B Communications Ltd. - Ordinary Shares
BCOR,Blucora, Inc.,Blucora, Inc. - Common Stock
BCOV,Brightcove Inc.,Brightcove Inc. - Common Stock
BCPC,Balchem Corporation,Balchem Corporation - Common Stock
BCRX,BioCryst Pharmaceuticals, Inc.,BioCryst Pharmaceuticals, Inc. - Common Stock
BDBD,Boulder Brands, Inc.,Boulder Brands, Inc. - Common Stock
BDCV,BDCA Venture, Inc.,BDCA Venture, Inc. - Common Stock
BDE,Black Diamond, Inc.,Black Diamond, Inc. - Common Stock
BDGE,Bridge Bancorp, Inc.,Bridge Bancorp, Inc. - Common Stock
BDMS,Birner Dental Management Services, Inc.,Birner Dental Management Services, Inc. - Common Stock
BDSI,BioDelivery Sciences International, Inc.,BioDelivery Sciences International, Inc. - Common Stock
BEAT,BioTelemetry, Inc.,BioTelemetry, Inc. - Common Stock
BEAV,B/E Aerospace, Inc.,B/E Aerospace, Inc. - Common Stock
BEBE,bebe stores, inc.,bebe stores, inc. - Common Stock
BECN,Beacon Roofing Supply, Inc.,Beacon Roofing Supply, Inc. - Common Stock
BELFA,Bel Fuse Inc.,Bel Fuse Inc. - Class A Common Stock
BELFB,Bel Fuse Inc.,Bel Fuse Inc. - Class B Common Stock
BFIN,BankFinancial Corporation,BankFinancial Corporation - Common Stock
BGCP,BGC Partners, Inc.,BGC Partners, Inc. - Class A Common Stock
BGFV,Big 5 Sporting Goods Corporation,Big 5 Sporting Goods Corporation - Common Stock
BGMD,BG Medicine, Inc.,BG Medicine, Inc. - Common Stock
BHBK,Blue Hills Bancorp, Inc.,Blue Hills Bancorp, Inc. - Common Stock
BIB,ProShares Ultra Nasdaq Biotechnology,ProShares Ultra Nasdaq Biotechnology
BICK,First Trust BICK Index Fund,First Trust BICK Index Fund
BIDU,Baidu, Inc.,Baidu, Inc. - American Depositary Shares, each representing one tenth Class A ordinary share
BIIB,Biogen Idec Inc.,Biogen Idec Inc. - Common Stock
BIND,BIND Therapeutics, Inc.,BIND Therapeutics, Inc. - Common Stock
BIOC,Biocept, Inc.,Biocept, Inc. - Common Stock
BIOD,Biodel Inc.,Biodel Inc. - Common Stock
BIOL,Biolase, Inc.,Biolase, Inc. - Common Stock
BIOS,BioScrip, Inc.,BioScrip, Inc. - Common Stock
BIRT,Actuate Corporation,Actuate Corporation - Common Stock
BIS,ProShares UltraShort Nasdaq Biotechnology,ProShares UltraShort Nasdaq Biotechnology
BJRI,BJ's Restaurants, Inc.,BJ's Restaurants, Inc. - Common Stock
BKCC,BlackRock Kelso Capital Corporation,BlackRock Kelso Capital Corporation - Common Stock
BKEP,Blueknight Energy Partners L.P., L.L.C.,Blueknight Energy Partners L.P., L.L.C. - Common Units representing Limited Partner Interests
BKEPP,Blueknight Energy Partners L.P., L.L.C.,Blueknight Energy Partners L.P., L.L.C. - Series A Preferred Units
BKMU,Bank Mutual Corporation,Bank Mutual Corporation - Common Stock
BKSC,Bank of South Carolina Corp.,Bank of South Carolina Corp. - Common Stock
BKYF,The Bank of Kentucky Financial Corp.,The Bank of Kentucky Financial Corp. - Common Stock
BLCM,Bellicum Pharmaceuticals, Inc.,Bellicum Pharmaceuticals, Inc. - Common Stock
BLDP,Ballard Power Systems, Inc.,Ballard Power Systems, Inc. - Common Shares
BLDR,Builders FirstSource, Inc.,Builders FirstSource, Inc. - Common Stock
BLFS,BioLife Solutions, Inc.,BioLife Solutions, Inc. - Common Stock
BLIN,Bridgeline Digital, Inc.,Bridgeline Digital, Inc. - Common Stock
BLKB,Blackbaud, Inc.,Blackbaud, Inc. - Common Stock
BLMN,Bloomin' Brands, Inc.,Bloomin' Brands, Inc. - Common Stock
BLMT,BSB Bancorp, Inc.,BSB Bancorp, Inc. - Common Stock
BLRX,BioLineRx Ltd.,BioLineRx Ltd. - American Depositary Shares
BLUE,bluebird bio, Inc.,bluebird bio, Inc. - Common Stock
BLVD,Boulevard Acquisition Corp.,Boulevard Acquisition Corp. - Common Stock
BLVDU,Boulevard Acquisition Corp.,Boulevard Acquisition Corp. - Units
BLVDW,Boulevard Acquisition Corp.,Boulevard Acquisition Corp. - Warrants
